 נתונים היסטוריים  - סוף יום ת"א-125,,,,,,
מתאריך 27/05/2015  עד תאריך 28/05/2020
תאריך,מדד בסיס,מדד פתיחה,מדד נעילה,מדד גבוה,מדד נמוך,שווי שוק כולל (אלפי ש''ח)
31/10/2018,1422.80,1432.68,1436.97,1438.17,1429.51,632072576
29/10/2018,1420.45,1423.16,1422.80,1432.51,1422.80,626853440
28/10/2018,1417.96,1414.39,1420.45,1423.51,1413.99,624220155
25/10/2018,1436.88,1410.63,1417.96,1423.45,1404.58,624253881
24/10/2018,1428.65,1436.05,1436.88,1444.23,1430.63,633825630
23/10/2018,1454.64,1436.99,1428.65,1443.05,1428.65,629223978
22/10/2018,1454.01,1461.92,1454.64,1471.31,1454.64,641205950
21/10/2018,1462.92,1459.69,1454.01,1460.07,1451.66,641268770
18/10/2018,1455.42,1453.30,1462.92,1462.92,1452.54,645135545
17/10/2018,1456.36,1460.15,1455.42,1462.62,1451.06,640416098
16/10/2018,1437.51,1442.81,1456.36,1456.36,1442.10,643317124
15/10/2018,1443.23,1437.09,1437.51,1443.18,1431.38,634238831
14/10/2018,1435.24,1444.12,1443.23,1449.56,1442.33,635728783
11/10/2018,1450.53,1425.21,1435.24,1440.40,1417.27,630862641
10/10/2018,1470.14,1470.21,1450.53,1472.27,1447.84,637770102
09/10/2018,1468.29,1466.96,1470.14,1475.45,1465.14,646152232
08/10/2018,1475.14,1474.98,1468.29,1474.98,1462.08,646084785
07/10/2018,1480.26,1470.95,1475.14,1475.23,1468.07,648848150
04/10/2018,1499.49,1488.59,1480.26,1491.15,1480.26,651347393
03/10/2018,1491.81,1494.93,1499.49,1501.37,1494.03,681668725
02/10/2018,1484.82,1485.24,1491.81,1492.13,1482.81,678105889
27/09/2018,1493.16,1476.14,1484.82,1485.96,1476.14,676142567
26/09/2018,1503.85,1500.92,1493.16,1503.11,1493.16,681622963
25/09/2018,1505.04,1505.74,1503.85,1510.81,1500.66,687982486
20/09/2018,1493.93,1499.54,1505.04,1505.90,1497.82,690101252
17/09/2018,1486.42,1486.33,1493.93,1494.97,1485.24,684880953
16/09/2018,1465.79,1476.87,1486.42,1486.42,1475.93,681537805
13/09/2018,1468.69,1465.04,1465.79,1477.45,1465.04,668995587
12/09/2018,1470.60,1472.39,1468.69,1479.39,1467.26,668389767
06/09/2018,1467.33,1465.92,1470.60,1474.55,1465.90,670679720
05/09/2018,1486.28,1482.51,1467.33,1482.63,1466.80,670415784
04/09/2018,1497.74,1501.07,1486.28,1501.11,1484.23,678585593
03/09/2018,1501.03,1500.37,1497.74,1502.40,1496.56,684658653
02/09/2018,1492.97,1491.62,1501.03,1501.09,1491.32,685430495
30/08/2018,1489.24,1488.97,1492.97,1493.83,1485.53,683257485
29/08/2018,1483.09,1483.20,1489.24,1491.51,1483.20,681475400
28/08/2018,1486.02,1485.46,1483.09,1489.97,1480.74,679120589
27/08/2018,1474.19,1477.74,1486.02,1486.36,1476.53,679835959
26/08/2018,1468.71,1475.63,1474.19,1478.28,1468.61,675641016
23/08/2018,1454.05,1459.69,1468.71,1468.84,1458.24,675737015
22/08/2018,1452.18,1449.48,1454.05,1455.02,1448.91,670241564
21/08/2018,1445.12,1447.03,1452.18,1460.35,1446.97,671713970
20/08/2018,1428.15,1433.59,1445.12,1446.34,1429.46,668804637
19/08/2018,1418.09,1426.47,1428.15,1428.62,1425.76,659728828
16/08/2018,1403.61,1409.55,1418.09,1419.42,1407.92,652446127
15/08/2018,1411.72,1414.22,1403.61,1415.48,1402.20,643791694
14/08/2018,1413.47,1415.91,1411.72,1420.16,1409.78,647095886
13/08/2018,1419.15,1415.54,1413.47,1416.26,1407.94,649114908
12/08/2018,1421.08,1419.20,1419.15,1420.33,1416.66,651989248
09/08/2018,1427.00,1421.12,1421.08,1423.10,1415.76,653463107
08/08/2018,1431.21,1432.10,1427.00,1433.15,1426.34,657894771
07/08/2018,1429.49,1431.51,1431.21,1432.13,1429.05,660379957
06/08/2018,1429.22,1429.12,1429.49,1431.17,1426.95,658017962
05/08/2018,1407.36,1418.96,1429.22,1433.40,1418.96,657044678
02/08/2018,1413.49,1410.04,1407.36,1412.12,1406.00,647194791
01/08/2018,1407.97,1411.20,1413.49,1413.49,1399.92,654985863
31/07/2018,1407.03,1408.17,1407.97,1411.94,1407.11,653435203
30/07/2018,1402.53,1400.78,1407.03,1412.08,1400.55,652513313
29/07/2018,1407.46,1401.03,1402.53,1404.62,1400.40,649078805
26/07/2018,1401.95,1412.49,1407.46,1412.49,1404.70,652285876
25/07/2018,1395.38,1393.58,1401.95,1402.13,1393.07,648899885
24/07/2018,1382.53,1386.68,1395.38,1396.91,1386.63,645834924
23/07/2018,1382.20,1382.45,1382.53,1383.62,1378.79,639912052
19/07/2018,1384.84,1382.25,1382.20,1385.46,1382.17,639613141
18/07/2018,1383.11,1387.11,1384.84,1387.50,1384.84,641941929
17/07/2018,1382.95,1382.15,1383.11,1383.40,1380.35,641391711
16/07/2018,1385.52,1385.03,1382.95,1389.49,1382.55,641234296
15/07/2018,1385.04,1384.70,1385.52,1388.77,1383.86,643073633
12/07/2018,1376.86,1381.33,1385.04,1385.19,1377.73,644136385
11/07/2018,1380.66,1376.31,1376.86,1377.10,1372.14,640345752
10/07/2018,1372.61,1374.04,1380.66,1380.70,1373.05,643723069
09/07/2018,1370.08,1371.42,1372.61,1375.55,1371.42,639735575
08/07/2018,1363.55,1369.96,1370.08,1372.46,1369.96,637937279
05/07/2018,1366.32,1366.73,1363.55,1367.94,1360.58,636041718
04/07/2018,1368.60,1366.67,1366.32,1370.35,1365.54,639317277
03/07/2018,1361.39,1364.97,1368.60,1369.97,1364.63,640538085
02/07/2018,1366.34,1359.44,1361.39,1362.15,1357.42,635925580
01/07/2018,1362.60,1366.31,1366.34,1368.55,1366.07,638626789
28/06/2018,1372.68,1366.67,1362.60,1368.09,1361.75,635862133
27/06/2018,1372.55,1373.91,1372.68,1376.02,1364.19,640162216
26/06/2018,1371.35,1373.76,1372.55,1374.84,1371.24,638406840
25/06/2018,1383.94,1383.00,1371.35,1383.00,1371.03,638734921
24/06/2018,1377.60,1376.89,1383.94,1384.57,1376.73,644759525
21/06/2018,1386.28,1388.82,1377.60,1389.32,1377.60,642494454
20/06/2018,1376.08,1381.03,1386.28,1388.17,1380.56,646576853
19/06/2018,1383.54,1375.97,1376.08,1378.64,1373.12,640464232
18/06/2018,1392.16,1390.46,1383.54,1390.46,1379.20,644059623
17/06/2018,1392.83,1390.23,1392.16,1392.94,1390.00,646848163
14/06/2018,1392.62,1387.75,1392.83,1393.83,1386.87,647633546
13/06/2018,1391.36,1395.04,1392.62,1395.23,1390.38,648039230
12/06/2018,1392.45,1395.64,1391.36,1397.46,1391.27,646270060
11/06/2018,1387.29,1388.67,1392.45,1393.50,1387.93,644934451
10/06/2018,1388.14,1390.26,1387.29,1390.77,1385.85,642136383
07/06/2018,1382.03,1387.64,1388.14,1389.30,1385.28,639786979
06/06/2018,1385.08,1384.83,1382.03,1386.95,1380.47,636009322
05/06/2018,1376.86,1376.29,1385.08,1385.41,1375.48,638109138
04/06/2018,1371.49,1372.38,1376.86,1378.09,1371.16,634598802
03/06/2018,1365.05,1370.91,1371.49,1372.86,1370.28,633578316
31/05/2018,1364.31,1368.09,1365.05,1369.23,1362.06,630842058
30/05/2018,1360.52,1361.04,1364.31,1366.37,1360.14,631437887
29/05/2018,1370.11,1364.63,1360.52,1365.83,1357.54,630029500
28/05/2018,1372.47,1374.42,1370.11,1375.03,1368.41,635722973
